Reading ID, Time (µs), Force (N) 
1664,7798196,3
1665,7801245,3
1666,7804293,3
1667,7807356,18
1668,7810399,3
1669,7813445,3
1670,7816490,3
1671,7819543,4
1672,7824517,4
1673,7827516,4
1674,7828724,4
1675,7831735,4
1676,7834780,4
1677,7837827,4
1678,7840880,4
1679,7843925,4
1680,7846974,4
1681,7850022,5
1682,7853081,4
1683,7856121,5
1684,7859170,5
1685,7862217,5
1686,7865267,5
1687,7868315,5
1688,7872517,5
1689,7875516,5
1690,7878515,5
1691,7880519,5
1692,7883562,5
1693,7886609,6
1694,7889663,6
1695,7892709,6
1696,7895756,6
1697,7898804,6
1698,7901854,6
1699,7904903,6
1700,7907952,7
1701,7910999,7
1702,7914048,7
1703,7917104,7
1704,7921517,7
1705,7924515,7
1706,7926242,7
1707,7929293,7
1708,7932340,8
1709,7935407,28
1710,7938450,8
1711,7941486,8
1712,7944541,8
1713,7947584,8
1714,7950633,9
1715,7953683,9
1716,7956732,9
1717,7959780,9
1718,7962829,10
1719,7965878,10
1720,7970517,10
1721,7973514,10
1722,7976516,10
1723,7978074,11
1724,7981126,11
1725,7984171,12
1726,7987224,12
1727,7990269,12
1728,7993319,12
1729,7996367,12
1730,7999418,12
1731,8002465,13
1732,8005521,13
1733,8008563,13
1734,8011612,13
1735,8014660,14
1736,8019517,14
1737,8022513,14
1738,8023805,14
1739,8026858,15
1740,8029905,15
1741,8032957,15
1742,8036005,15
1743,8039054,15
1744,8042098,15
1745,8045148,16
1746,8048197,16
1747,8051246,16
1748,8054294,17
1749,8057352,17
1750,8060391,17
1751,8063455,46
1752,8066515,18
1753,8071517,18
1754,8074512,18
1755,8075789,19
1756,8078685,19
1757,8081737,20
1758,8084784,20
1759,8087830,20
1760,8090878,21
1761,8093928,21
1762,8096976,21
1763,8100027,22
1764,8103089,11
1765,8106122,22
1766,8109172,23
1767,8112220,23
1768,8116515,23
1769,8119514,24
1770,8121379,24
1771,8124415,24
1772,8127463,25
1773,8130520,25
1774,8133564,26
1775,8136610,26
1776,8139659,27
1777,8142708,27
1778,8145758,28
1779,8148806,29
1780,8151854,29
1781,8154903,30
1782,8157952,30
1783,8161001,31
1784,8164516,32
1785,8167517,76
1786,8170510,32
1787,8173513,33
1788,8176244,33
1789,8179298,33
1790,8182345,34
1791,8185394,35
1792,8188441,35
1793,8191492,35
1794,8194558,36
1795,8197595,36
1796,8200640,36
1797,8203689,37
1798,8206737,38
1799,8209787,38
1800,8214515,38
1801,8217513,39
1802,8218925,40
1803,8221981,40
1804,8225040,40
1805,8228077,41
1806,8231125,42
1807,8234173,42
1808,8237223,43
1809,8240271,43
1810,8243323,44
1811,8246369,44
1812,8249419,44
1813,8252467,45
1814,8255524,46
1815,8258567,46
1816,8263516,46
1817,8266513,47
1818,8269515,47
1819,8270787,48
1820,8273815,48
1821,8276860,49
1822,8279907,49
1823,8282956,49
1824,8286005,50
1825,8289061,46
1826,8292103,51
1827,8295152,51
1828,8298200,52
1829,8301249,52
1830,8304298,53
1831,8307349,53
1832,8311515,54
1833,8314515,54
1834,8316496,55
1835,8319548,56
1836,8322588,56
1837,8325652,57
1838,8328693,57
1839,8331739,58
1840,8334788,58
1841,8337836,59
1842,8340888,59
1843,8343934,60
1844,8346983,60
1845,8350033,62
1846,8353089,60
1847,8356132,61
1848,8360517,61
1849,8363519,62
1850,8366516,62
1851,8368326,62
1852,8371382,62
1853,8374425,63
1854,8377473,63
1855,8380528,63
1856,8383571,64
1857,8386619,64
1858,8389670,64
1859,8392718,64
1860,8395766,64
1861,8398815,64
1862,8401864,64
1863,8404914,64
1864,8409517,65
1865,8412515,65
1866,8414061,65
1867,8417112,65
1868,8420160,65
1869,8423208,65
1870,8426254,65
1871,8429304,66
1872,8432352,66
1873,8435403,66
1874,8438449,66
1875,8441505,66
1876,8444546,66
1877,8447596,66
1878,8450644,67
1879,8453712,67
1880,8458517,67
1881,8461517,67
1882,8464516,67
1883,8466175,67
1884,8468946,67
1885,8471985,67
1886,8475036,70
1887,8478083,68
1888,8481132,68
1889,8484182,68
1890,8487230,68
1891,8490278,68
1892,8493335,68
1893,8496376,68
1894,8499427,68
1895,8502473,68
1896,8507517,68
1897,8510515,68
1898,8511737,68
1899,8514673,68
1900,8517720,68
1901,8520765,68
1902,8523816,68
1903,8526863,68
1904,8529913,68
1905,8532962,68
1906,8536011,68
1907,8539076,159
1908,8542108,68
1909,8545165,68
1910,8548207,68
1911,8551255,68
1912,8555517,69
1913,8558516,69
1914,8561514,69
1915,8563458,69
1916,8566505,69
1917,8569546,69
1918,8572595,69
1919,8575644,69
1920,8578693,69
1921,8581752,69
1922,8584797,69
1923,8587839,68
1924,8590888,69
1925,8593937,68
1926,8596986,68
1927,8600038,68
1928,8604517,68
1929,8607514,68
1930,8609187,68
1931,8612231,67
1932,8615283,67
1933,8618328,67
1934,8621376,67
1935,8624424,67
1936,8627473,67
1937,8630530,67
1938,8633571,67
1939,8636619,67
1940,8639669,66
1941,8642717,66
1942,8645768,66
1943,8648814,66
1944,8653516,66
1945,8656513,66
1946,8659516,65
1947,8661007,65
1948,8664062,65
1949,8667111,65
1950,8670157,65
1951,8673206,65
1952,8676254,65
1953,8679303,65
1954,8682352,65
1955,8685403,65
1956,8688450,65
1957,8691505,65
1958,8694547,64
1959,8697596,64
1960,8702517,64
1961,8705514,64
1962,8707127,52
1963,8709805,140
1964,8712843,64
1965,8715898,64
1966,8718936,64
1967,8721987,64
1968,8725035,64
1969,8728086,65
1970,8731132,65
1971,8734182,65
1972,8737229,65
1973,8740279,65
1974,8743329,65
1975,8746377,65
1976,8750517,65
1977,8753518,65
1978,8756515,65
1979,8758572,65
1980,8761626,65
1981,8764672,65
1982,8767719,65
1983,8770767,65
1984,8773815,65
1985,8776863,65
1986,8779915,65
1987,8782961,65
1988,8786010,65
1989,8789069,154
1990,8792106,66
1991,8795158,66
1992,8799517,66
1993,8802515,66
1994,8804304,66
1995,8807357,67
1996,8810402,66
1997,8813449,67
1998,8816497,67
1999,8819547,67
2000,8822595,67
2001,8825646,67
2002,8828692,67
2003,8831742,67
2004,8834790,67
2005,8837839,67
2006,8840899,68
2007,8843945,68
2008,8847517,68
2009,8850516,68
2010,8853514,60
2011,8856511,68
2012,8859185,68
2013,8862230,68
2014,8865277,68
2015,8868326,68
2016,8871375,69
2017,8874426,69
2018,8877472,69
2019,8880528,69
2020,8883570,69
2021,8886619,69
2022,8889670,69
2023,8892717,68
2024,8897517,68
2025,8900515,68
2026,8901865,68
2027,8904915,68
2028,8907964,68
2029,8911010,68
2030,8914058,68
2031,8917114,67
2032,8920155,67
2033,8923206,67
2034,8926252,67
2035,8929301,67
2036,8932349,67
2037,8935398,67
2038,8938448,67
2039,8941495,67
2040,8946517,67
2041,8949517,67
2042,8952513,67
2043,8954222,67
2044,8956747,68
2045,8959788,68
2046,8962837,67
2047,8965885,67
2048,8968934,67
2049,8971997,67
2050,8975037,67
2051,8978081,67
2052,8981128,67
2053,8984177,67
2054,8987226,67
2055,8990277,67
2056,8994516,67
2057,8997514,67
2058,8999428,67
2059,9002473,67
2060,9005526,67
2061,9008567,67
2062,9011614,67
2063,9014663,67
2064,9017714,67
2065,9020762,67
2066,9023809,67
2067,9026858,67
2068,9029906,67
2069,9032955,67
2070,9036006,67
2071,9039056,58
2072,9042516,67
2073,9045516,67
2074,9048513,67
2075,9051513,68
2076,9054514,68
2077,9057358,68
2078,9060394,68
2079,9063443,68
2080,9066493,68
2081,9069545,68
2082,9072589,68
2083,9075637,68
2084,9078686,68
2085,9081736,68
2086,9084785,68
2087,9087833,68
2088,9092515,68
2089,9095514,68
2090,9096971,68
2091,9100043,156
2092,9103094,68
2093,9106124,69
2094,9109174,69
2095,9112222,69
2096,9115273,69
2097,9118320,69
2098,9121370,69
2099,9124417,69
2100,9127467,69
2101,9130521,69
2102,9133566,69
2103,9136613,69
2104,9141516,69
2105,9144513,69
2106,9147516,69
2107,9148979,69
2108,9151864,69
2109,9154906,69
2110,9157955,69
2111,9161003,69
2112,9164054,69
2113,9167111,69
2114,9170150,69
2115,9173199,69
2116,9176248,68
2117,9179298,68
2118,9182346,68
2119,9185394,68
2120,9189515,68
2121,9192514,68
2122,9194545,68
2123,9197594,67
2124,9200640,67
2125,9203686,67
2126,9206735,67
2127,9209783,67
2128,9212833,67
2129,9215882,67
2130,9218929,67
2131,9221978,67
2132,9225028,67
2133,9228079,67
2134,9231143,67
2135,9234175,67
2136,9238517,67
2137,9241517,67
2138,9244516,67
2139,9246369,67
2140,9249423,67
2141,9252465,67
2142,9255522,67
2143,9258562,67
2144,9261613,67
2145,9264661,67
2146,9267710,67
2147,9270757,67
2148,9273807,67
2149,9276855,67
2150,9279905,67
2151,9282954,66
2152,9286517,67
2153,9289515,156
2154,9292404,67
2155,9295159,67
2156,9298198,67
2157,9301245,66
2158,9304293,66
2159,9307342,67
2160,9310392,66
2161,9313441,66
2162,9316487,66
2163,9319542,66
2164,9322584,67
2165,9325636,66
2166,9328683,66
2167,9331731,66
2168,9336517,66
2169,9339517,66
2170,9342515,66
2171,9343973,66
2172,9346978,66
2173,9350022,66
2174,9353088,66
2175,9356121,67
2176,9359186,66
2177,9362224,66
2178,9365269,66
2179,9368317,66
2180,9371369,67
2181,9374414,67
2182,9377465,67
2183,9380518,67
2184,9385517,67
2185,9388515,67
2186,9389746,67
2187,9392715,67
2188,9395757,67
2189,9398804,67
2190,9401854,67
2191,9404902,67
2192,9407954,67
2193,9411000,67
2194,9414049,67
2195,9417109,67
2196,9420146,67
2197,9423198,67
2198,9426244,67
2199,9429293,67
2200,9433517,67
2201,9436516,68
2202,9439516,67
2203,9441504,68
2204,9444544,68
2205,9447586,68
2206,9450636,68
2207,9453684,69
2208,9456734,69
2209,9459783,68
2210,9462831,69
2211,9465880,69
2212,9468929,68
2213,9471978,69
2214,9475027,69
2215,9478075,69
2216,9482517,69
2217,9485514,69
2218,9487236,149
2219,9490275,69
2220,9493331,68
2221,9496367,68
2222,9499415,68
2223,9502464,68
2224,9505522,68
2225,9508564,68
2226,9511612,68
2227,9514661,68
2228,9517709,67
2229,9520758,67
2230,9523808,67
2231,9526857,67
2232,9531515,67
2233,9534510,67
2234,9537514,67
2235,9540513,67
2236,9543516,67
2237,9546511,67
2238,9549516,67
2239,9552512,67
2240,9554303,67
2241,9557364,67
2242,9560401,67
2243,9563450,67
2244,9566506,67
2245,9569550,67
2246,9572600,67
2247,9575649,67
2248,9580517,67
2249,9583513,67
2250,9586515,67
2251,9588310,67
2252,9590899,66
2253,9593946,66
2254,9596996,66
2255,9600045,66
2256,9603106,66
2257,9606145,66
2258,9609192,66
2259,9612241,66
2260,9615290,66
2261,9618349,66
2262,9621397,66
2263,9624435,66
2264,9627514,66
2265,9632515,66
2266,9635517,66
2267,9636798,66
2268,9639686,66
2269,9642730,66
2270,9645778,65
2271,9648827,65
2272,9651877,65
2273,9654927,65
2274,9657976,65
2275,9661025,65
2276,9664073,65
2277,9667131,65
2278,9670171,65
2279,9673220,65
2280,9677517,65
2281,9680513,65
2282,9682365,65
2283,9685422,65
2284,9688467,65
2285,9691520,65
2286,9694562,65
2287,9697611,65
2288,9700661,65
2289,9703710,65
2290,9706757,65
2291,9709806,65
2292,9712855,65
2293,9715906,65
2294,9718954,65
2295,9722003,64
2296,9725517,64
2297,9728517,64
2298,9731514,76
2299,9734511,64
2300,9737250,64
2301,9740296,64
2302,9743354,64
2303,9746394,64
2304,9749457,64
2305,9752506,64
2306,9755543,64
2307,9758590,64
2308,9761639,64
2309,9764688,64
2310,9767738,64
2311,9770787,64
2312,9775517,64
2313,9778512,64
2314,9779938,64
2315,9782993,64
2316,9786035,42
2317,9789092,65
2318,9792130,65
2319,9795187,65
2320,9798230,65
2321,9801278,65
2322,9804326,65
2323,9807374,65
2324,9810424,65
2325,9813474,65
2326,9816529,65
2327,9819570,65
2328,9824517,65
2329,9827518,65
2330,9830515,65
2331,9832289,65
2332,9834818,66
2333,9837864,66
2334,9840914,66
2335,9843963,66
2336,9847016,65
2337,9850060,65
2338,9853110,65
2339,9856158,66
2340,9859207,66
2341,9862258,65
2342,9865307,65
2343,9868354,65
2344,9872515,65
2345,9875514,65
2346,9877526,143
2347,9880554,65
2348,9883598,65
2349,9886644,65
2350,9889695,65
2351,9892742,66
2352,9895796,65
2353,9898841,65
2354,9901891,65
2355,9904939,66
2356,9907989,66
2357,9911041,66
2358,9914089,66
2359,9917134,66
2360,9921515,66
2361,9924516,66
2362,9927514,65
2363,9929334,66
2364,9932380,66
2365,9935427,66
2366,9938476,66
2367,9941531,66
2368,9944576,66
2369,9947622,66
2370,9950672,66
2371,9953720,66
2372,9956769,66
2373,9959819,66
2374,9962867,66
2375,9965916,66
2376,9970515,66
2377,9973513,66
2378,9975067,144
2379,9978118,66
2380,9981155,66
2381,9984208,66
2382,9987255,66
2383,9990305,66
2384,9993353,66
2385,9996405,66
2386,9999449,66
2387,10002506,66
2388,10005548,66
2389,10008608,66
2390,10011652,66
2391,10014695,65
2392,10019514,66
2393,10022512,66
2394,10025516,66
2395,10026938,66
2396,10029947,66
2397,10032990,66
2398,10036040,66
2399,10039097,66
2400,10042137,66
2401,10045187,66
2402,10048234,66
2403,10051284,66
2404,10054332,66
2405,10057384,66
2406,10060432,67
2407,10063481,67
2408,10068516,67
2409,10071512,67
2410,10072722,66
2411,10075680,66
2412,10078729,66
2413,10081772,67
2414,10084822,66
2415,10087870,66
2416,10090921,66
2417,10093968,67
2418,10097018,67
2419,10100065,67
2420,10103114,67
2421,10106163,67
2422,10109213,67
2423,10112260,67
2424,10116516,67
2425,10119514,67
2426,10122516,67
2427,10124458,67
2428,10127517,67
2429,10130555,67
2430,10133605,67
2431,10136653,66
2432,10139718,67
2433,10142757,67
2434,10145800,67
2435,10148849,67
2436,10151899,67
2437,10154948,66
2438,10157998,67
2439,10161049,155
2440,10164517,67
2441,10167514,57
2442,10170512,67
2443,10173244,66
2444,10176290,66
2445,10179349,66
2446,10182389,66
2447,10185441,66
2448,10188488,66
2449,10191542,66
2450,10194585,66
2451,10197633,66
2452,10200682,66
2453,10203733,66
2454,10206782,66
2455,10209830,66
2456,10214517,66
2457,10217517,66
2458,10220515,66
2459,10222027,66
2460,10225091,66
2461,10228124,66
2462,10231183,66
2463,10234225,66
2464,10237273,66
2465,10240321,66
2466,10243370,66
2467,10246418,66
2468,10249469,66
2469,10252524,66
2470,10255566,66
2471,10258614,66
2472,10263517,66
2473,10266515,143
2474,10267767,65
2475,10270812,65
2476,10273858,65
2477,10276905,65
2478,10279956,65
2479,10283001,65
2480,10286056,65
2481,10289114,65
2482,10292151,65
2483,10295202,65
2484,10298248,65
2485,10301302,65
2486,10304346,65
2487,10307399,65
2488,10311517,65
2489,10314513,65
2490,10317516,65
2491,10319602,65
2492,10322643,65
2493,10325690,65
2494,10328739,65
2495,10331791,65
2496,10334838,65
2497,10337886,65
2498,10340935,65
2499,10343984,65
2500,10347035,65
2501,10350083,65
2502,10353132,65
2503,10356180,65
2504,10360516,65
2505,10363516,65
2506,10365334,65
2507,10368380,65
2508,10371427,65
2509,10374475,65
2510,10377532,65
2511,10380574,65
2512,10383624,65
2513,10386673,65
2514,10389721,65
2515,10392770,65
2516,10395838,142
2517,10398871,65
2518,10401922,65
2519,10404965,65
2520,10408516,65
2521,10411517,43
2522,10414514,65
2523,10417513,65
2524,10420211,65
2525,10423258,65
2526,10426306,65
2527,10429358,65
2528,10432404,65
2529,10435453,65
2530,10438508,65
2531,10441551,65
2532,10444600,65
2533,10447651,65
2534,10450697,65
2535,10453747,65
2536,10458515,65
2537,10461514,65
2538,10462888,65
2539,10465943,65
2540,10468990,65
2541,10472037,65
2542,10475095,153
2543,10478136,65
2544,10481186,65
2545,10484232,65
2546,10487283,65
2547,10490330,65
2548,10493383,65
2549,10496430,65
2550,10499480,65
2551,10502534,65
2552,10507516,65
2553,10510515,65
2554,10513514,65
2555,10515392,65
2556,10517775,65
2557,10520823,65
2558,10523871,65
2559,10526933,65
2560,10529977,65
2561,10533020,65
2562,10536067,65
2563,10539117,65
2564,10542165,65
2565,10545217,65
2566,10548264,65
2567,10551313,65
2568,10555515,65
2569,10558514,65
2570,10561514,65
2571,10563525,65
2572,10566560,65
2573,10569609,65
2574,10572658,65
2575,10575709,65
2576,10578757,65
2577,10581806,65
2578,10584854,65
2579,10587904,65
2580,10590952,65
2581,10594003,65
2582,10597056,55
2583,10600100,65
2584,10604515,66
2585,10607514,65
2586,10609255,66
2587,10612296,66
2588,10615355,66
2589,10618395,65
2590,10621444,66
2591,10624494,66
2592,10627543,65
2593,10630591,65
2594,10633639,65
2595,10636689,65
2596,10639739,65
2597,10642788,66
2598,10645835,65
2599,10648884,65
2600,10653516,65
2601,10656513,142
2602,10659516,65
2603,10661188,65
2604,10664132,65
2605,10667179,65
2606,10670225,65
2607,10673278,65
2608,10676326,66
2609,10679375,66
2610,10682423,66
2611,10685473,65
2612,10688528,65
2613,10691572,66
2614,10694620,66
2615,10697669,66
2616,10702515,66
2617,10705516,66
2618,10706830,66
2619,10709867,66
2620,10712913,66
2621,10715961,66
2622,10719013,66
2623,10722059,66
2624,10725111,66
2625,10728158,66
2626,10731208,66
2627,10734256,66
2628,10737307,66
2629,10740355,66
2630,10743404,66
2631,10746452,66
2632,10749517,66
2633,10754516,66
2634,10757512,66
2635,10760513,66
2636,10761695,65
2637,10764746,65
2638,10767795,65
2639,10770850,65
2640,10773894,65
2641,10776941,65
2642,10779990,65
2643,10783041,65
2644,10786103,65
2645,10789152,64
2646,10792186,64
2647,10795235,64
2648,10799515,64
2649,10802513,64
2650,10804387,64
2651,10807436,64
2652,10810481,64
2653,10813537,64
2654,10816579,64
2655,10819631,64
2656,10822677,64
2657,10825727,64
2658,10828775,64
2659,10831825,64
2660,10834873,64
2661,10837925,64
2662,10840972,64
2663,10844022,64
2664,10848517,64
2665,10851515,64
2666,10854515,64
2667,10856217,64
2668,10859270,64
2669,10862317,64
2670,10865366,64
2671,10868417,64
2672,10871464,64
2673,10874521,64
2674,10877562,64
2675,10880611,64
2676,10883661,64
2677,10886708,64
2678,10889758,64
2679,10892807,64
2680,10897515,64
2681,10900515,64
2682,10901955,64
2683,10905005,64
2684,10908050,64
2685,10911109,64
2686,10914150,64
2687,10917215,64
2688,10920257,64
2689,10923297,64
2690,10926347,64
2691,10929395,65
2692,10932445,64
2693,10935496,64
2694,10938543,65
2695,10941592,65
2696,10946517,65
2697,10949518,65
2698,10952515,65
2699,10954232,65
2700,10956842,65
2701,10959888,65
2702,10962936,65
2703,10965988,65
2704,10969039,65
2705,10972084,65
2706,10975133,65
2707,10978182,65
2708,10981233,65
2709,10984280,65
2710,10987338,65
2711,10990378,65
2712,10994515,65
2713,10997516,65
2714,10999535,65
2715,11002574,65
2716,11005623,65
2717,11008672,65
2718,11011721,65
2719,11014771,65
2720,11017820,65
2721,11020868,65
2722,11023917,65
2723,11026966,65
2724,11030016,65
2725,11033080,65
2726,11036113,65
2727,11039162,65
2728,11043516,65
2729,11046515,141
2730,11049514,65
2731,11051360,65
2732,11054406,65
2733,11057456,65
2734,11060509,65
2735,11063556,65
2736,11066605,65
2737,11069654,65
2738,11072702,65
2739,11075752,65
2740,11078801,65
2741,11081852,65
2742,11084900,65
2743,11087948,65
2744,11091516,65
2745,11094512,65
2746,11097515,65
2747,11100145,64
2748,11103191,64
2749,11106240,64
2750,11109289,64
2751,11112340,64
2752,11115390,64
2753,11118437,64
2754,11121487,64
2755,11124540,64
2756,11127585,64
2757,11130633,64
2758,11133682,64
2759,11136730,64
2760,11141517,64
2761,11144516,65
2762,11147516,64
2763,11148999,64
2764,11151978,64
2765,11155025,64
2766,11158071,64
2767,11161135,64
2768,11164173,64
2769,11167220,64
2770,11170269,64
2771,11173318,64
2772,11176381,64
2773,11179423,64
2774,11182466,64
2775,11185521,64
2776,11190515,64
2777,11193514,65
2778,11194747,65
2779,11197712,64
2780,11200759,65
2781,11203807,65
2782,11206857,65
2783,11209906,65
2784,11212957,65
2785,11216004,65
2786,11219057,142
2787,11222102,65
2788,11225153,65
2789,11228200,65
2790,11231249,65
2791,11234297,65
2792,11238515,65
2793,11241518,65
2794,11244515,65
2795,11246496,65
2796,11249547,65
2797,11252593,65
2798,11255642,65
2799,11258694,65
2800,11261741,65
2801,11264790,65
2802,11267839,65
2803,11270888,65
2804,11273939,65
2805,11276987,65
2806,11280036,153
2807,11283095,65
2808,11287516,65
2809,11290515,65
2810,11292234,65
2811,11295284,65
2812,11298330,65
2813,11301379,65
2814,11304427,65
2815,11307489,65
2816,11310542,65
2817,11313575,65
2818,11316623,65
2819,11319673,65
2820,11322721,65
2821,11325772,65
2822,11328819,65
2823,11331868,65
2824,11336517,65
2825,11339518,65
2826,11342515,65
2827,11344065,65
2828,11347115,65
2829,11350162,65
2830,11353211,65
2831,11356263,65
2832,11359310,65
2833,11362358,65
2834,11365407,65
2835,11368455,65
2836,11371513,65
2837,11374555,65
2838,11377603,65
2839,11380652,65
2840,11385517,65
2841,11388515,65
2842,11391516,65
2843,11392952,65
2844,11395899,65
2845,11398945,65
2846,11401994,64
2847,11405052,65
2848,11408092,65
2849,11411141,65
2850,11414188,65
2851,11417238,65
2852,11420287,65
2853,11423346,65
2854,11426383,64
2855,11429434,65
2856,11432515,64
2857,11437517,64
2858,11439404,64
2859,11441630,64
2860,11444679,64
2861,11447727,64
2862,11450775,64
2863,11453828,64
2864,11456873,64
2865,11459922,64
2866,11462970,64
2867,11466021,65
2868,11469079,42
2869,11472117,64
2870,11475167,64
2871,11478215,64
2872,11482515,64
2873,11485516,64
2874,11488515,64
2875,11490415,64
2876,11493465,64
2877,11496519,64
2878,11499561,64
2879,11502612,64
2880,11505660,64
2881,11508707,64
2882,11511757,64
2883,11514805,64
2884,11517856,64
2885,11520904,64
2886,11523953,64
2887,11527002,64
2888,11530516,64
2889,11533517,140
2890,11536512,64
2891,11539201,64
2892,11542248,64
2893,11545297,64
2894,11548346,64
2895,11551397,64
2896,11554445,64
2897,11557493,64
2898,11560543,64
2899,11563591,65
2900,11566648,65
2901,11569698,64
2902,11572735,65
2903,11575787,65
2904,11580517,65
2905,11583518,64
2906,11586513,64
2907,11588008,64
2908,11591037,65
2909,11594081,65
2910,11597130,65
2911,11600182,65
2912,11603229,65
2913,11606277,65
2914,11609334,65
2915,11612374,65
2916,11615425,65
2917,11618473,65
2918,11621528,65
2919,11624570,65
2920,11629516,65
2921,11632515,65
2922,11633744,65
2923,11636769,65
2924,11639815,65
2925,11642864,65
2926,11645913,65
2927,11648964,64
2928,11652016,64
2929,11655076,163
2930,11658109,64
2931,11661167,64
2932,11664209,64
2933,11667259,64
2934,11670305,64
2935,11673363,64
2936,11677517,64
2937,11680516,64
2938,11683516,64
2939,11685548,64
2940,11688600,64
2941,11691646,64
2942,11694694,64
2943,11697759,64
2944,11700799,64
2945,11703842,64
2946,11706890,64
2947,11709940,64
2948,11712988,64
2949,11716039,64
2950,11719099,65
2951,11722135,64
2952,11726515,64
2953,11729516,64
2954,11731288,64
2955,11734332,64
2956,11737380,64
2957,11740428,64
2958,11743477,64
2959,11746534,64
2960,11749576,64
2961,11752624,64
2962,11755673,64
2963,11758722,64
2964,11761772,64
2965,11764821,64
2966,11767869,64
2967,11770918,64
2968,11775515,64
2969,11778513,64
2970,11781517,64
2971,11783145,64
2972,11786164,64
2973,11789213,64
2974,11792261,64
2975,11795316,64
2976,11798361,64
2977,11801409,64
2978,11804457,64
2979,11807514,64
2980,11810556,64
2981,11813605,64
2982,11816653,64
2983,11819702,64
2984,11824515,64
2985,11827513,64
2986,11828851,64
2987,11831896,64
2988,11834946,64
2989,11837991,64
2990,11841047,64
2991,11844093,65
2992,11847141,65
2993,11850189,64
2994,11853237,65
2995,11856287,64
2996,11859335,64
2997,11862386,65
2998,11865432,65
2999,11868482,65
3000,11873518,65
3001,11876516,65
3002,11879517,65
3003,11881186,64
3004,11883727,65
3005,11886776,65
3006,11889825,64
3007,11892879,64
3008,11895923,64
3009,11898971,64
3010,11902020,64
3011,11905078,130
3012,11908118,64
3013,11911167,64
3014,11914215,64
3015,11917265,64
3016,11921515,64
3017,11924515,64
3018,11926413,64
3019,11929462,64
3020,11932512,64
3021,11935557,64
3022,11938606,64
3023,11941659,64
3024,11944704,64
3025,11947753,64
3026,11950801,64
3027,11953850,64
3028,11956910,64
3029,11959954,64
3030,11962994,64
3031,11966046,64
3032,11970517,64
3033,11973518,64
3034,11976513,64
3035,11978242,64
3036,11981292,64
3037,11984338,64
3038,11987387,64
3039,11990439,64
3040,11993486,64
3041,11996541,64
3042,11999583,64
3043,12002631,64
3044,12005682,64
3045,12008729,64
3046,12011778,64
3047,12014826,64
3048,12019515,64
3049,12022515,64
3050,12023975,64
3051,12027023,64
3052,12030071,64
3053,12033119,64
3054,12036168,65
3055,12039219,65
3056,12042266,64
3057,12045315,64
3058,12048363,64
3059,12051413,64
3060,12054463,64
3061,12057519,64
3062,12060558,64
3063,12063608,64
3064,12068517,64
3065,12071518,64
3066,12074515,64
3067,12076219,64
3068,12078855,64
3069,12081899,64
3070,12084949,64
3071,12088015,64
3072,12091059,161
3073,12094096,64
3074,12097146,64
3075,12100194,64
3076,12103245,64
3077,12106293,64
3078,12109351,64
3079,12112390,64
3080,12116517,64
3081,12119517,64
3082,12122516,64
3083,12124585,64
3084,12127638,64
3085,12130683,64
3086,12133733,64
3087,12136783,64
3088,12139831,64
3089,12142878,64
3090,12145928,64
3091,12148976,64
3092,12152027,64
3093,12155090,75
3094,12158123,64
3095,12161172,64
3096,12165517,64
3097,12168516,64
3098,12170322,64
3099,12173371,64
3100,12176416,64
3101,12179465,64
3102,12182520,64
3103,12185567,64
3104,12188611,64
3105,12191661,64
3106,12194709,64
3107,12197759,64
3108,12200809,64
3109,12203858,64
3110,12206905,64
3111,12209954,64
3112,12213517,64
3113,12216514,64
3114,12219514,74
3115,12222514,64
3116,12225200,64
3117,12228247,64
3118,12231296,64
3119,12234350,64
3120,12237396,64
3121,12240443,64
3122,12243492,64
3123,12246544,64
3124,12249591,64
3125,12252640,64
3126,12255687,64
3127,12258735,64
3128,12263517,64
3129,12266515,64
3130,12267884,64
3131,12270936,64
3132,12273978,64
3133,12277029,64
3134,12280076,64
3135,12283139,64
3136,12286175,64
3137,12289224,64
3138,12292273,64
3139,12295322,64
3140,12298373,64
3141,12301422,64
3142,12304468,64
3143,12307524,65
3144,12312517,64
3145,12315519,64
3146,12318513,64
3147,12320009,64
3148,12322763,64
3149,12325810,64
3150,12328858,64
3151,12331910,64
3152,12334958,64
3153,12338005,64
3154,12341058,52
3155,12344102,64
3156,12347166,64
3157,12350203,64
3158,12353250,64
3159,12356298,64
3160,12360517,64
3161,12363514,64
3162,12365453,64
3163,12368494,64
3164,12371543,64
3165,12374590,64
3166,12377638,64
3167,12380688,64
3168,12383737,64
3169,12386785,64
3170,12389834,64
3171,12392882,64
3172,12395933,64
3173,12398981,64
3174,12402029,64
3175,12405090,64
3176,12409515,64
3177,12412516,64
3178,12415514,64
3179,12417279,64
3180,12420322,64
3181,12423370,64
3182,12426419,64
3183,12429473,64
3184,12432525,64
3185,12435566,64
3186,12438615,64
3187,12441664,64
3188,12444714,64
3189,12447762,64
3190,12450810,64
3191,12453859,64
3192,12458517,64
3193,12461516,64
3194,12463003,64
3195,12466055,64
3196,12469109,64
3197,12472151,64
3198,12475218,140
3199,12478251,64
3200,12481308,64
3201,12484346,64
3202,12487395,64
3203,12490443,64
3204,12493494,64
3205,12496543,64
3206,12499590,64
3207,12502638,64
3208,12507516,64
3209,12510516,64
3210,12513516,64
3211,12515018,64
3212,12517885,64
3213,12520932,64
3214,12523980,64
3215,12527035,64
3216,12530079,64
