Reading ID, Time (µs), Force (N) 
3181,9514805,46
3182,9515042,44
3183,9516805,44
3184,9517074,43
3185,9518806,43
3186,9519128,43
3187,9520806,44
3188,9521172,45
3189,9522806,46
3190,9523212,46
3191,9524806,47
3192,9525260,47
3193,9526806,48
3194,9527303,47
3195,9528806,47
3196,9529334,46
3197,9530806,46
3198,9531384,45
3199,9532806,44
3200,9533431,45
3201,9534806,43
3202,9535476,43
3203,9536806,44
3204,9537519,44
3205,9538806,45
3206,9539567,46
3207,9540806,48
3208,9541595,47
3209,9542810,47
3210,9543638,47
3211,9544813,47
3212,9545693,46
3213,9546849,46
3214,9548744,44
3215,9548930,45
3216,9550766,43
3217,9550958,44
3218,9552794,44
3219,9552991,43
3220,9554807,43
3221,9554991,45
3222,9556812,45
3223,9557005,48
3224,9558275,46
3225,9558964,48
3226,9559990,49
3227,9561017,48
3228,9562034,47
3229,9563058,46
3230,9564082,46
3231,9565104,44
3232,9566123,44
3233,9567141,45
3234,9568159,44
3235,9569180,43
3236,9570213,45
3237,9571234,45
3238,9572264,45
3239,9573277,47
3240,9574294,48
3241,9575318,48
3242,9576338,47
3243,9577367,48
3244,9578379,47
3245,9579395,46
3246,9580428,46
3247,9581448,46
3248,9582467,45
3249,9583484,45
3250,9584513,44
3251,9585530,43
3252,9586554,43
3253,9587578,45
3254,9588612,46
3255,9589618,47
3256,9590640,47
3257,9591662,46
3258,9592689,47
3259,9593755,48
3260,9594765,47
3261,9595779,47
3262,9596795,46
3263,9597806,45
3264,9598816,44
3265,9599853,43
3266,9600869,43
3267,9601869,43
3268,9602888,43
3269,9603915,45
3270,9604945,45
3271,9605968,46
3272,9606992,47
3273,9608014,47
3274,9609036,47
3275,9610057,48
3276,9611082,48
3277,9612098,47
3278,9613122,46
3279,9614138,46
3280,9615158,44
3281,9616175,44
3282,9617209,44
3283,9618232,44
3284,9619249,44
3285,9620274,44
3286,9621296,43
3287,9622317,46
3288,9623333,47
3289,9624358,48
3290,9625374,47
3291,9626404,48
3292,9627423,48
3293,9628436,48
3294,9629469,46
3295,9630490,47
3296,9631500,45
3297,9632534,44
3298,9633555,44
3299,9634564,44
3300,9635594,44
3301,9636615,43
3302,9637653,45
3303,9638659,45
3304,9639673,47
3305,9640696,47
3306,9641766,47
3307,9642781,47
3308,9643789,49
3309,9644803,48
3310,9645832,47
3311,9646842,46
3312,9647869,45
3313,9648869,44
3314,9649880,44
3315,9650912,44
3316,9651943,44
3317,9652955,43
3318,9653985,45
3319,9655008,45
3320,9656032,46
3321,9657053,47
3322,9658073,47
3323,9659084,48
3324,9660114,48
3325,9661135,48
3326,9662161,46
3327,9663184,46
3328,9664200,46
3329,9665216,46
3330,9666249,44
3331,9667273,44
3332,9668287,43
3333,9669313,43
3334,9670334,44
3335,9671349,44
3336,9672378,46
3337,9673395,47
3338,9674412,48
3339,9675443,47
3340,9676466,47
3341,9677476,48
3342,9678512,48
3343,9679525,47
3344,9680547,46
3345,9681574,45
3346,9682590,44
3347,9683605,44
3348,9684633,43
3349,9685649,44
3350,9686678,44
3351,9687756,45
3352,9688762,45
3353,9689778,46
3354,9690793,47
3355,9691804,47
3356,9692821,48
3357,9693839,48
3358,9694861,47
3359,9695862,46
3360,9696871,47
3361,9697909,45
3362,9698934,44
3363,9699964,44
3364,9700983,45
3365,9701995,44
3366,9703029,44
3367,9704048,44
3368,9705071,45
3369,9706094,46
3370,9707109,47
3371,9708125,47
3372,9709158,47
3373,9710173,47
3374,9711201,48
3375,9712225,47
3376,9713240,46
3377,9714269,45
3378,9715289,45
3379,9716308,44
3380,9717335,44
3381,9718354,43
3382,9719370,44
3383,9720386,45
3384,9721417,45
3385,9722435,46
3386,9723450,46
3387,9724484,47
3388,9725500,47
3389,9726530,47
3390,9727548,48
3391,9728565,47
3392,9729589,46
3393,9730609,47
3394,9731633,45
3395,9732657,43
3396,9733678,44
3397,9734695,44
3398,9735762,44
3399,9736777,44
3400,9737792,45
3401,9738796,45
3402,9739817,47
3403,9740836,47
3404,9741859,48
3405,9742867,48
3406,9743862,48
3407,9744909,47
3408,9745929,46
3409,9746955,47
3410,9747970,46
3411,9749003,45
3412,9750020,44
3413,9751039,45
3414,9752070,44
3415,9753084,45
3416,9754101,45
3417,9755133,45
3418,9756150,46
3419,9757166,47
3420,9758197,48
3421,9759215,48
3422,9760231,48
3423,9761263,48
3424,9762277,47
3425,9763299,46
3426,9764328,46
3427,9765342,45
3428,9766369,44
3429,9767393,43
3430,9768411,44
3431,9769441,43
3432,9770458,45
3433,9771475,45
3434,9772490,46
3435,9773522,47
3436,9774543,47
3437,9775567,47
3438,9776588,47
3439,9777605,48
3440,9778620,47
3441,9779648,47
3442,9780675,46
3443,9781694,44
3444,9782763,44
3445,9783771,44
3446,9784785,44
3447,9785798,44
3448,9786813,44
3449,9787824,45
3450,9788862,45
3451,9789861,47
3452,9790861,46
3453,9791900,47
3454,9792930,47
3455,9793946,47
3456,9794977,48
3457,9795995,47
3458,9797011,46
3459,9798043,45
3460,9799060,44
3461,9800084,44
3462,9801110,44
3463,9802125,43
3464,9803140,44
3465,9804173,44
3466,9805190,45
3467,9806215,46
3468,9807238,47
3469,9808255,48
3470,9809278,48
3471,9810303,48
3472,9811323,48
3473,9812336,47
3474,9813368,47
3475,9814388,46
3476,9815409,44
3477,9816433,44
3478,9817454,44
3479,9818474,44
3480,9819498,44
3481,9820515,44
3482,9821541,45
3483,9822563,46
3484,9823588,47
3485,9824604,47
3486,9825628,47
3487,9826644,47
3488,9827660,47
3489,9828688,46
3490,9829758,46
3491,9830768,46
3492,9831784,45
3493,9832794,44
3494,9833817,44
3495,9834821,44
3496,9835857,44
3497,9836867,44
3498,9837855,43
3499,9838882,45
3500,9839920,46
3501,9840953,47
3502,9841970,47
3503,9842990,47
3504,9844017,47
3505,9845035,47
3506,9846050,47
3507,9847083,47
3508,9848100,45
3509,9849120,45
3510,9850153,44
3511,9851173,44
3512,9852180,44
3513,9853213,44
3514,9854230,45
3515,9855257,45
3516,9856278,47
3517,9857298,47
3518,9858311,48
3519,9859333,47
3520,9860364,48
3521,9861375,48
3522,9862403,47
3523,9863430,46
3524,9864445,45
3525,9865473,44
3526,9866496,44
3527,9867514,44
3528,9868538,44
3529,9869563,44
3530,9870579,45
3531,9871603,45
3532,9872619,46
3533,9873636,47
3534,9874656,47
3535,9875689,48
3536,9876747,47
3537,9877766,47
3538,9878780,46
3539,9879795,46
3540,9880807,46
3541,9881817,44
3542,9882847,44
3543,9883861,43
3544,9884861,42
3545,9885878,43
3546,9886911,44
3547,9887939,44
3548,9888969,46
3549,9889993,47
3550,9891004,48
3551,9892030,48
3552,9893058,48
3553,9894083,49
3554,9895098,47
3555,9896123,47
3556,9897134,46
3557,9898164,45
3558,9899190,44
3559,9900199,44
3560,9901220,44
3561,9902253,44
3562,9903278,44
3563,9904294,44
3564,9905320,45
3565,9906343,45
3566,9907355,47
3567,9908382,47
3568,9909405,48
3569,9910423,48
3570,9911448,48
3571,9912473,46
3572,9913480,46
3573,9914513,46
3574,9915531,43
3575,9916550,44
3576,9917566,44
3577,9918600,44
3578,9919616,43
3579,9920632,44
3580,9921664,45
3581,9922684,46
3582,9923757,48
3583,9924762,47
3584,9925778,47
3585,9926789,48
3586,9927804,48
3587,9928819,47
3588,9929844,46
3589,9930855,46
3590,9931868,45
3591,9932876,44
3592,9933914,44
3593,9934944,44
3594,9935968,44
3595,9936979,44
3596,9938009,44
3597,9939033,46
3598,9940058,47
3599,9941073,48
3600,9942098,48
3601,9943123,47
3602,9944135,48
3603,9945163,48
3604,9946185,47
3605,9947205,46
3606,9948230,46
3607,9949250,44
3608,9950272,44
3609,9951293,44
3610,9952318,44
3611,9953330,44
3612,9954358,45
3613,9955383,45
3614,9956399,47
3615,9957418,48
3616,9958445,48
3617,9959465,48
3618,9960476,49
3619,9961510,49
3620,9962530,46
3621,9963540,46
3622,9964571,46
3623,9965590,45
3624,9966618,44
3625,9967638,45
3626,9968656,44
3627,9969675,44
3628,9970745,45
3629,9971770,45
3630,9972783,46
3631,9973797,47
3632,9974800,47
3633,9975822,48
3634,9976840,49
3635,9977860,49
3636,9978857,47
3637,9979872,46
3638,9980906,46
3639,9981936,45
3640,9982965,45
3641,9983987,44
3642,9985008,44
3643,9986030,44
3644,9987049,45
3645,9988072,45
3646,9989090,46
3647,9990115,48
3648,9991126,49
3649,9992159,47
3650,9993176,48
3651,9994191,49
3652,9995225,47
3653,9996250,47
3654,9997274,46
3655,9998294,45
3656,9999309,45
3657,10000334,44
3658,10001358,44
3659,10002371,44
3660,10003398,45
3661,10004420,46
3662,10005436,46
3663,10006463,46
3664,10007475,48
3665,10008504,48
3666,10009520,48
3667,10010545,49
3668,10011569,48
3669,10012588,46
3670,10013613,47
3671,10014625,46
3672,10015653,44
3673,10016679,45
3674,10017696,45
3675,10018754,44
3676,10019771,45
3677,10020785,44
3678,10021795,45
3679,10022813,47
3680,10023821,48
3681,10024848,48
3682,10025848,48
3683,10026863,48
3684,10027896,48
3685,10029818,49
3686,10030021,47
3687,10031813,46
3688,10032003,45
3689,10033813,45
3690,10034047,44
3691,10035813,44
3692,10036089,44
3693,10037816,45
3694,10038130,46
3695,10039812,46
3696,10040178,46
3697,10041818,48
3698,10042214,47
3699,10043813,48
3700,10044265,48
3701,10045813,48
3702,10046303,47
3703,10047813,46
3704,10048343,46
3705,10049813,45
3706,10050390,44
3707,10051813,45
3708,10052433,44
3709,10053813,44
3710,10054479,44
3711,10055813,46
3712,10056525,47
3713,10057813,48
3714,10058568,48
3715,10059813,49
3716,10060609,50
3717,10061813,50
3718,10062665,48
3719,10063813,50
3720,10064698,48
3721,10065849,48
3722,10067738,48
3723,10067910,49
3724,10069776,49
3725,10069975,51
3726,10071807,52
3727,10072011,54
3728,10073814,54
3729,10073997,56
3730,10075828,56
3731,10076029,56
3732,10077813,55
3733,10078010,55
3734,10079814,51
3735,10080023,51
3736,10081813,51
3737,10082064,49
3738,10083813,48
3739,10084105,48
3740,10085813,48
3741,10086153,46
3742,10087814,48
3743,10088194,48
3744,10089813,49
3745,10090242,48
3746,10091813,50
3747,10092283,49
3748,10093813,51
3750,10095817,50
3751,10096369,49
3752,10097391,49
3753,10098413,47
3754,10099435,47
3755,10100451,47
3756,10101470,47
3757,10102499,47
3758,10103519,47
3759,10104532,48
3760,10105564,49
3761,10106584,51
3762,10107607,51
3763,10108629,51
3764,10109644,52
3765,10110665,51
3766,10111694,52
3767,10112754,51
3768,10113763,51
3769,10114779,50
3770,10115796,49
3771,10116806,48
3772,10117816,48
3773,10118846,47
3774,10119848,47
3775,10120850,49
3776,10121884,50
3777,10122922,50
3778,10123945,52
3779,10124975,53
3780,10125985,52
3781,10127010,53
3782,10128049,53
3783,10129050,52
3784,10130085,52
3785,10131104,52
3786,10132117,51
3787,10133150,50
3788,10134166,49
3789,10135185,50
3790,10136215,49
3791,10137234,51
3792,10138246,51
3793,10139280,51
3794,10140296,53
3795,10141312,52
3796,10142345,54
3797,10143361,55
3798,10144395,54
3799,10145410,53
3800,10146426,52
3801,10147445,52
3802,10148473,50
3803,10149494,49
3804,10150513,49
3805,10151539,49
3806,10152559,49
3807,10153572,50
3808,10154605,50
3809,10155625,50
3810,10156637,52
3811,10157659,54
3812,10158686,53
3813,10159746,53
3814,10160763,54
3815,10161776,53
3816,10162791,53
3817,10163803,52
3818,10164819,51
3819,10165834,50
3820,10166848,49
3821,10167848,50
3822,10168880,50
3823,10169917,50
3824,10170949,51
3825,10171961,51
3826,10172995,52
3827,10174011,53
3828,10175030,54
3829,10176063,54
3830,10177080,54
3831,10178095,55
3832,10179115,53
3833,10180145,53
3834,10181160,53
3835,10182191,52
3836,10183211,50
3837,10184229,50
3838,10185256,50
3839,10186271,49
3840,10187294,51
3841,10188324,52
3842,10189340,51
3843,10190352,52
3844,10191384,54
3845,10192405,53
3846,10193425,54
3847,10194449,55
3848,10195472,53
3849,10196496,53
3850,10197514,52
3851,10198536,51
3852,10199547,50
3853,10200579,51
3854,10201601,51
3855,10202612,49
3856,10203640,50
3857,10204662,50
3858,10205688,52
3859,10206748,52
3860,10207765,53
3861,10208778,53
3862,10209791,54
3863,10210799,54
3864,10211817,53
3865,10212828,53
3866,10213848,52
3867,10214847,51
3868,10215878,50
3869,10216911,51
3870,10217940,51
3871,10218974,50
3872,10219990,50
3873,10221005,52
3874,10222035,52
3875,10223055,53
3876,10224078,54
3877,10225100,53
3878,10226120,54
3879,10227132,54
3880,10228165,54
3881,10229182,53
3882,10230197,53
3883,10231229,52
3884,10232251,51
3885,10233266,51
3886,10234295,50
3887,10235305,50
3888,10236330,50
3889,10237355,52
3890,10238380,51
3891,10239392,51
3892,10240424,53
3893,10241447,53
3894,10242475,53
3895,10243489,55
3896,10244510,55
3897,10245523,54
3898,10246554,54
3899,10247574,52
3900,10248587,52
3901,10249619,50
3902,10250637,51
3903,10251652,51
3904,10252684,50
3905,10253743,51
3906,10254760,52
3907,10255779,53
3908,10256787,53
3909,10257795,55
3910,10258824,55
3911,10259828,55
3912,10260849,55
3913,10261848,55
3914,10262869,52
3915,10263900,53
3916,10264945,53
3917,10265965,52
3918,10266981,51
3919,10268014,52
3920,10269030,51
3921,10270046,51
3922,10271075,54
3923,10272095,53
3924,10273110,54
3925,10274141,55
3926,10275160,56
3927,10276171,55
3928,10277211,55
3929,10278229,56
3930,10279237,55
3931,10280270,54
3932,10281290,53
3933,10282313,53
3934,10283331,52
3935,10284354,52
3936,10285366,51
3937,10286399,52
3938,10287420,54
3939,10288436,53
3940,10289465,54
3941,10290481,54
3942,10291510,56
3943,10292525,56
3944,10293547,55
3945,10294573,56
3946,10295595,55
3947,10296612,53
3948,10297627,53
3949,10298660,53
3950,10299679,52
3951,10300749,51
3952,10301763,52
3953,10302775,51
3954,10303784,52
3955,10304803,52
3956,10305814,54
3957,10306824,54
3958,10307839,55
3959,10308839,55
3960,10309859,55
3961,10310898,55
3962,10311936,55
3963,10312955,55
3964,10313986,55
3965,10315002,53
3966,10316021,52
3967,10317051,53
3968,10318070,52
3969,10319082,52
3970,10320116,52
3971,10321135,53
3972,10322151,52
3973,10323175,54
3974,10324201,55
3975,10325216,55
3976,10326241,56
3977,10327270,56
3978,10328282,56
3979,10329311,55
3980,10330323,56
3981,10331346,55
3982,10332376,53
3983,10333392,53
3984,10334408,52
3985,10335439,53
3986,10336457,52
3987,10337473,53
3988,10338505,54
3989,10339525,55
3990,10340545,55
3991,10341570,56
3992,10342587,56
3993,10343606,56
3994,10344630,57
3995,10345652,56
3996,10346668,55
3997,10347747,54
3998,10348760,54
3999,10349775,53
4000,10350784,53
4001,10351797,53
4002,10352811,52
4003,10353821,54
4004,10354839,53
4005,10355840,54
4006,10356856,56
4007,10357889,56
4008,10358927,56
4009,10359961,57
4010,10360976,57
4011,10361993,56
4012,10363025,56
4013,10364045,56
4014,10365061,54
4015,10366090,53
4016,10367111,53
4017,10368126,53
4018,10369146,54
4019,10370175,54
4020,10371191,55
4021,10372220,55
4022,10373244,56
4023,10374256,57
4024,10375287,57
4025,10376302,58
4026,10377332,58
4027,10378351,57
4028,10379367,56
4029,10380382,56
4030,10381415,55
4031,10382432,54
4032,10383447,54
4033,10384478,54
4034,10385496,54
4035,10386512,53
4036,10387545,55
4037,10388565,56
4038,10389586,57
4039,10390610,57
4040,10391627,58
4041,10392651,58
4042,10393670,59
4043,10394695,57
4044,10395759,57
4045,10396771,56
4046,10397781,55
4047,10398791,55
4048,10399807,54
4049,10400825,55
4050,10401838,54
4051,10402840,53
4052,10403853,54
4053,10404889,55
4054,10405926,57
4055,10406952,57
4056,10407968,57
4057,10408999,58
4058,10410017,58
4059,10411032,58
4060,10412064,57
4061,10413085,56
4062,10414097,56
4063,10415130,56
4064,10416147,54
4065,10417162,54
4066,10418194,54
4067,10419212,54
4068,10420231,54
4069,10421260,55
4070,10422281,56
4071,10423293,56
4072,10424325,57
4073,10425342,58
4074,10426368,58
4075,10427391,59
4076,10428407,58
4077,10429434,58
4078,10430455,57
4079,10431471,56
4080,10432499,55
4081,10433521,54
4082,10434537,55
4083,10435564,54
4084,10436585,54
4085,10437596,55
4086,10438636,55
4087,10439650,56
4088,10440661,56
4089,10441683,57
4090,10442751,57
4091,10443768,58
4092,10444779,59
4093,10445795,56
4094,10446805,56
4095,10447821,56
4096,10448837,54
4097,10449840,53
4098,10450841,54
4099,10451879,54
4100,10452916,53
4101,10453942,54
4102,10454980,55
4103,10455992,56
4104,10457008,57
4105,10458040,57
4106,10459057,58
4107,10460073,58
4108,10461105,58
4109,10462122,57
4110,10463138,57
4111,10464170,56
4112,10465189,55
4113,10466214,55
4114,10467237,54
4115,10468252,53
4116,10469268,53
4117,10470300,54
4118,10471321,55
4119,10472333,55
4120,10473365,56
4121,10474382,57
4122,10475398,57
4123,10476431,57
4124,10477450,58
4125,10478471,58
4126,10479495,57
4127,10480516,56
4128,10481539,54
4129,10482560,54
4130,10483577,54
4131,10484602,54
4132,10485616,54
4133,10486647,54
4134,10487671,54
4135,10488690,56
4136,10489748,56
4137,10490767,58
4138,10491780,58
4139,10492792,57
4140,10493801,59
4141,10494819,58
4142,10495833,58
4143,10496840,56
4144,10497839,55
4145,10498868,55
4146,10499913,54
4147,10500951,54
4148,10501967,54
4149,10502982,54
4150,10504017,54
4151,10505032,56
4152,10506048,56
4153,10507080,57
4154,10508097,58
4155,10509121,58
4156,10510145,58
4157,10511165,59
4158,10512178,58
4159,10513214,57
4160,10514227,56
4161,10515254,55
4162,10516275,54
4163,10517292,54
4164,10518320,54
4165,10519344,53
4166,10520358,54
4167,10521378,56
4168,10522405,55
4169,10523422,57
4170,10524441,57
4171,10525470,58
4172,10526491,58
4173,10527511,58
4174,10528535,58
4175,10529557,58
4176,10530567,56
4177,10531598,55
4178,10532620,55
4179,10533632,55
4180,10534663,53
4181,10535682,53
4182,10536758,54
4183,10537773,55
4184,10538782,55
4185,10539794,57
4186,10540804,56
4187,10541820,57
4188,10542834,57
4189,10543845,57
4190,10544845,57
4191,10545864,57
4192,10546903,57
4193,10547941,56
4194,10548969,54
4195,10549990,54
4196,10551007,54
4197,10552031,53
4198,10553824,53
4199,10554081,54
4200,10555819,54
4201,10556121,55
4202,10557819,56
4203,10558152,57
4204,10559819,57
4205,10560205,56
4206,10561818,58
4207,10562250,56
4208,10563818,56
4209,10564286,55
4210,10565819,55
4211,10566326,53
4212,10567819,54
4213,10568375,53
4214,10569820,53
4215,10570418,54
4216,10571819,55
4217,10572462,55
4218,10573818,56
4219,10574510,57
4220,10575819,57
4221,10576546,56
4222,10577819,57
4223,10578597,56
4224,10579819,55
4225,10580641,56
4226,10581818,55
4227,10582677,53
4228,10583826,54
4229,10585722,53
4230,10585885,53
4231,10587766,53
4232,10587933,55
4233,10589793,54
4234,10589976,55
4235,10591828,56
4236,10592017,57
4237,10593821,56
4238,10594004,57
4239,10595827,57
4240,10596025,56
4241,10597821,56
4242,10598019,55
4243,10599820,55
4244,10600047,53
4245,10601819,53
4246,10602091,52
4247,10603820,53
4248,10604131,54
4249,10605160,55
4250,10606177,55
4251,10607202,57
4252,10608226,57
4253,10609250,57
4254,10610267,57
4255,10611286,58
4256,10612308,57
4257,10613336,56
4258,10614356,55
4259,10615372,55
4260,10616399,53
4261,10617420,53
4262,10618441,53
4263,10619463,53
4264,10620485,54
4265,10621497,54
4266,10622526,56
4267,10623550,56
4268,10624570,56
4269,10625594,57
4270,10626615,57
4271,10627631,57
4272,10628653,56
4273,10629680,57
4274,10630750,55
4275,10631762,55
4276,10632776,54
4277,10633787,54
4278,10634804,54
4279,10635812,54
4280,10636828,54
4281,10637839,54
4282,10638839,53
4283,10639858,56
4284,10640890,57
4285,10641924,57
4286,10642957,57
4287,10643981,58
4288,10645005,58
4289,10646030,56
4290,10647049,56
4291,10648070,54
4292,10649087,55
4293,10650112,53
4294,10651137,54
4295,10652161,53
4296,10653172,53
4297,10654200,55
4298,10655226,55
4299,10656232,55
4300,10657266,57
4301,10658283,57
4302,10659306,57
4303,10660331,57
4304,10661348,58
4305,10662366,56
4306,10663395,56
4307,10664417,56
4308,10665428,55
4309,10666456,53
4310,10667481,54
4311,10668504,53
4312,10669526,53
4313,10670537,53
4314,10671556,55
4315,10672590,55
4316,10673615,56
4317,10674633,57
4318,10675655,58
4319,10676680,57
4320,10677745,57
4321,10678747,58
4322,10679773,56
4323,10680790,55
4324,10681801,55
4325,10682808,54
4326,10683828,54
4327,10684838,54
4328,10685840,52
4329,10686846,53
4330,10687889,53
4331,10688919,55
4332,10689957,56
4333,10690980,56
4334,10692005,57
4335,10693021,57
4336,10694045,57
4337,10695062,57
4338,10696083,56
4339,10697110,55
4340,10698127,55
4341,10699152,54
4342,10700177,54
4343,10701187,52
4344,10702217,52
4345,10703241,53
4346,10704262,53
4347,10705282,54
4348,10706306,55
4349,10707325,56
4350,10708344,56
4351,10709370,56
4352,10710382,56
4353,10711408,58
4354,10712430,57
4355,10713457,55
4356,10714478,55
4357,10715500,53
4358,10716518,53
4359,10717541,53
4360,10718553,53
4361,10719587,52
4362,10720606,54
4363,10721629,54
4364,10722652,55
4365,10723672,55
4366,10724695,56
4367,10725746,56
4368,10726771,57
4369,10727786,57
4370,10728796,57
4371,10729812,56
4372,10730829,56
4373,10731836,55
4374,10732840,52
4375,10733843,53
4376,10734879,53
4377,10735918,53
4378,10736956,54
4379,10737980,54
4380,10738997,55
4381,10740020,55
4382,10741045,57
4383,10742062,57
4384,10743085,57
4385,10744107,58
4386,10745127,58
4387,10746150,56
4388,10747167,57
4389,10748191,55
4390,10749212,54
4391,10750235,54
4392,10751257,53
4393,10752281,54
4394,10753299,53
4395,10754322,55
4396,10755346,54
4397,10756364,55
4398,10757386,57
4399,10758411,57
4400,10759436,57
4401,10760451,57
4402,10761475,57
4403,10762497,57
4404,10763517,56
4405,10764529,55
4406,10765558,54
4407,10766574,54
4408,10767594,53
4409,10768617,53
4410,10769643,53
4411,10770658,54
4412,10771688,54
4413,10772751,54
4414,10773765,56
4415,10774789,56
4416,10775793,57
4417,10776809,58
4418,10777826,58
4419,10778835,57
4420,10779840,55
4421,10780840,55
4422,10781869,55
4423,10782909,54
4424,10783942,54
4425,10784971,54
4426,10785995,53
4427,10787013,54
4428,10788037,55
4429,10789061,54
4430,10790086,55
4431,10791102,57
4432,10792125,58
4433,10793142,57
4434,10794167,57
4435,10795191,57
4436,10796211,57
4437,10797228,55
4438,10798252,55
4439,10799277,54
4440,10800297,54
4441,10801321,54
4442,10802338,53
4443,10803362,53
4444,10804385,54
4445,10805407,55
4446,10806428,56
4447,10807450,57
4448,10808468,57
4449,10809493,57
4450,10810504,58
4451,10811532,58
4452,10812557,57
4453,10813581,57
4454,10814599,56
4455,10815624,54
4456,10816646,54
4457,10817667,54
4458,10818687,54
4459,10819740,54
4460,10820771,54
4461,10821779,55
4462,10822796,55
4463,10823812,56
4464,10824823,57
4465,10825832,57
4466,10826839,57
4467,10827839,56
4468,10828867,58
4469,10829899,56
4470,10830939,56
4471,10831971,55
4472,10832993,53
4473,10834011,53
4474,10835036,53
4475,10836053,53
4476,10837077,53
4477,10838101,54
4478,10839126,54
4479,10840142,56
4480,10841166,57
4481,10842188,56
4482,10843208,57
4483,10844235,57
4484,10845249,57
4485,10846272,56
4486,10847298,57
4487,10848313,55
4488,10849337,54
4489,10850361,54
4490,10851376,53
4491,10852402,54
4492,10853426,53
4493,10854438,54
4494,10855469,54
4495,10856479,56
4496,10857512,56
4497,10858532,57
4498,10859555,57
4499,10860577,57
4500,10861593,57
4501,10862615,56
4502,10863639,55
4503,10864653,54
4504,10865681,54
4505,10866745,54
4506,10867761,54
4507,10868783,54
4508,10869797,53
4509,10870808,54
4510,10871818,54
4511,10872835,55
4512,10873840,55
4513,10874840,56
4514,10875864,57
4515,10876896,57
4516,10877930,57
4517,10878968,56
4518,10879997,56
4519,10881011,56
4520,10882028,55
4521,10883048,54
4522,10884076,53
4523,10885093,53
4524,10886113,53
4525,10887141,54
4526,10888163,54
4527,10889179,54
4528,10890214,55
4529,10891223,56
4530,10892250,57
4531,10893276,56
4532,10894296,56
4533,10895312,57
4534,10896338,55
4535,10897356,55
4536,10898377,54
4537,10899401,54
4538,10900426,53
4539,10901442,54
4540,10902466,53
4541,10903483,52
4542,10904507,54
4543,10905531,54
4544,10906553,55
4545,10907567,56
4546,10908596,57
4547,10909606,56
4548,10910627,57
4549,10911662,57
4550,10912679,56
4551,10913740,55
4552,10914768,55
4553,10915779,53
4554,10916796,53
4555,10917810,54
4556,10918817,53
4557,10919832,53
4558,10920840,53
4559,10921840,54
4560,10922852,55
4561,10923894,57
4562,10924921,56
4563,10925962,57
4564,10926986,58
4565,10928003,57
4566,10929028,56
4567,10930051,56
4568,10931069,55
4569,10932092,54
4570,10933116,54
4571,10934141,53
4572,10935157,54
4573,10936182,52
4574,10937207,54
4575,10938213,54
4576,10939249,54
4577,10940260,56
4578,10941279,57
4579,10942311,57
4580,10943325,56
4581,10944355,57
4582,10945378,57
4583,10946388,56
4584,10947417,56
4585,10948441,55
4586,10949458,52
4587,10950483,53
4588,10951506,53
4589,10952531,53
4590,10953542,52
4591,10954566,54
4592,10955594,54
4593,10956613,56
4594,10957637,56
4595,10958658,57
4596,10959672,57
4597,10960748,57
4598,10961762,56
4599,10962776,56
4600,10963791,56
4601,10964807,55
4602,10965814,54
4603,10966828,54
4604,10967839,53
4605,10968840,53
4606,10969849,53
4607,10970885,54
4608,10971924,54
4609,10972956,54
4610,10973983,56
4611,10975002,57
4612,10976026,57
4613,10977043,57
4614,10978078,57
4615,10979091,57
4616,10980116,56
4617,10981128,56
4618,10982156,54
4619,10983173,54
4620,10984189,54
4621,10985221,54
4622,10986247,53
4623,10987265,54
4624,10988283,54
4625,10989312,55
4626,10990320,56
4627,10991347,56
4628,10992371,57
4629,10993389,57
4630,10994418,57
4631,10995433,57
4632,10996458,56
4633,10997481,55
4634,10998503,55
4635,10999525,53
4636,11000546,53
4637,11001568,54
4638,11002588,53
4639,11003611,53
4640,11004627,54
4641,11005654,54
4642,11006665,55
4643,11007693,57
4644,11008756,56
4645,11009773,57
4646,11010797,57
4647,11011804,57
4648,11012815,55
4649,11013832,56
4650,11014838,54
4651,11015840,53
4652,11016846,53
4653,11017876,53
4654,11018914,54
4655,11019948,53
4656,11020978,54
4657,11022001,53
4658,11023013,55
4659,11024042,56
4660,11025066,57
4661,11026092,57
4662,11027108,57
4663,11028132,57
4664,11029148,56
4665,11030176,57
4666,11031196,55
4667,11032209,54
4668,11033243,54
4669,11034263,54
4670,11035283,53
4671,11036303,53
4672,11037326,53
4673,11038340,54
4674,11039364,54
4675,11040392,56
4676,11041413,57
4677,11042433,57
4678,11043459,57
4679,11044478,58
4680,11045494,57
4681,11046509,56
4682,11047547,55
4683,11048563,55
4684,11049578,54
4685,11050606,54
4686,11051630,54
4687,11052652,52
4688,11053673,53
4689,11054693,54
4690,11055744,54
4691,11056770,55
4692,11057790,56
4693,11058802,57
4694,11059818,56
4695,11060828,57
4696,11061837,57
4697,11062839,56
4698,11063842,55
4699,11064872,54
4700,11065905,53
4701,11066945,54
4702,11067976,53
4703,11068998,54
4704,11070017,52
4705,11071042,54
4706,11072063,54
4707,11073083,56
4708,11074106,56
4709,11075128,56
4710,11076826,57
4711,11077173,56
4712,11078824,58
4713,11079203,56
4714,11080829,56
4715,11081260,54
4716,11082825,54
4717,11083302,53
4718,11084825,53
4719,11085337,53
4720,11086825,52
4721,11087383,53
4722,11088824,55
4723,11089426,54
4724,11090824,56
4725,11091467,56
4726,11092825,56
4727,11093513,56
4728,11094824,57
4729,11095565,56
4730,11096824,56
4731,11097599,55
4732,11098824,54
4733,11099643,53
4734,11100824,53
